"id" "protocol_type" "flag" "src_bytes" "logged_in" "count" "srv_count" "serror_rate" "srv_serror_rate" "rerror_rate" "srv_rerror_rate" "diff_srv_rate" "dst_host_diff_srv_rate" "dst_host_same_src_port_rate" "dst_host_serror_rate" "dst_host_srv_serror_rate" "dst_host_rerror_rate" "out"
"22640" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22641" "icmp" "SF" 520 0 482 482 0 0 0 0 0 0 1 0 0 0 "smurf."
"22642" "tcp" "S0" 0 0 6 2 1 1 0 0 0.67 0.09 0 1 1 0 "neptune."
"22643" "tcp" "REJ" 0 0 110 8 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"22644" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22645" "tcp" "SF" 2710 1 1 2 0 0 0 0 0 0.07 0.01 0 0 0 "normal."
"22646" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22647" "tcp" "SF" 307 1 4 4 0 0 0 0 0 0.01 0 0 0 0 "normal."
"22648" "tcp" "S0" 0 0 230 15 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22649" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22650" "tcp" "S0" 0 0 224 13 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22651" "tcp" "SF" 207 1 16 16 0 0 0 0 0 0 0 0 0 0 "normal."
"22652" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22653" "icmp" "SF" 520 0 475 475 0 0 0 0 0 0 1 0 0 0 "smurf."
"22654" "tcp" "S0" 0 0 235 1 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"22655" "tcp" "S0" 0 0 250 18 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22656" "tcp" "S0" 0 0 263 3 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"22657" "udp" "SF" 44 0 16 69 0 0 0 0 0 0.01 0 0 0 0 "normal."
"22658" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22659" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22660" "tcp" "SF" 288 1 2 2 0 0 0 0 0 0 0 0 0 0 "normal."
"22661" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22662" "udp" "SF" 146 0 1 1 0 0 0 0 0 0.87 1 0 0 0 "normal."
"22663" "tcp" "SF" 236 1 3 3 0 0 0 0 0 0.01 0 0 0 0 "normal."
"22664" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22665" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22666" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22667" "tcp" "SF" 1076 1 1 2 0 0 0 0 0 0.04 0.01 0 0 0 "normal."
"22668" "tcp" "SF" 300 1 7 11 0 0 0 0 0 0 0.04 0 0 0 "normal."
"22669" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22670" "tcp" "S0" 0 0 126 18 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22671" "tcp" "S0" 0 0 125 15 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22672" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22673" "tcp" "S0" 0 0 147 19 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22674" "tcp" "S0" 0 0 109 9 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22675" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"22676" "tcp" "S0" 0 0 266 9 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22677" "tcp" "SF" 66 1 1 1 0 0 0 0 0 0.06 0.01 0 0 0 "normal."
"22678" "tcp" "S0" 0 0 108 13 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22679" "tcp" "S0" 0 0 106 3 1 1 0 0 0.08 0.07 0 1 1 0 "neptune."
"22680" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22681" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22682" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22683" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22684" "tcp" "SF" 235 1 4 5 0 0 0 0 0 0 0.05 0 0 0 "normal."
"22685" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22686" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22687" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22688" "tcp" "S0" 0 0 124 12 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22689" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22690" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22691" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22692" "tcp" "SF" 237 1 2 2 0 0 0 0 0 0.02 0.01 0 0 0 "normal."
"22693" "tcp" "S0" 0 0 107 7 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"22694" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22695" "tcp" "S0" 0 0 104 2 1 1 0 0 0.07 0.05 0 1 1 0 "neptune."
"22696" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22697" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22698" "tcp" "S0" 0 0 148 18 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22699" "tcp" "S0" 0 0 129 14 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"22700" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22701" "icmp" "SF" 520 0 476 476 0 0 0 0 0 0 1 0 0 0 "smurf."
"22702" "tcp" "S0" 0 0 249 18 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22703" "tcp" "S0" 0 0 152 20 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"22704" "tcp" "SF" 301 1 6 6 0 0 0 0 0 0 0 0 0 0 "normal."
"22705" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"22706" "tcp" "SF" 248 1 2 2 0 0 0 0 0 0 0.1 0 0 0 "normal."
"22707" "tcp" "S0" 0 0 140 10 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22708" "tcp" "SF" 216 1 17 17 0 0 0 0 0 0 0.01 0 0 0 "normal."
"22709" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22710" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22711" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22712" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22713" "tcp" "SF" 154 1 6 6 0 0 0 0 0 0 0.01 0 0 0 "normal."
"22714" "udp" "SF" 42 0 3 5 0 0 0 0 0 0 0.01 0 0 0 "normal."
"22715" "icmp" "SF" 520 0 450 450 0 0 0 0 0 0 1 0 0 0 "smurf."
"22716" "tcp" "S0" 0 0 249 11 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22717" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22718" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22719" "icmp" "SF" 520 0 482 482 0 0 0 0 0 0 1 0 0 0 "smurf."
"22720" "tcp" "REJ" 0 0 144 15 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"22721" "tcp" "S0" 0 0 226 4 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22722" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22723" "tcp" "SF" 9 0 1 1 0 0 0 0 0 0.05 0.01 0 0 0.03 "normal."
"22724" "tcp" "S0" 0 0 222 11 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22725" "tcp" "S0" 0 0 228 4 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"22726" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22727" "tcp" "S0" 0 0 248 9 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22728" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22729" "udp" "SF" 45 0 42 42 0 0 0 0 0 0.02 0.01 0 0 0 "normal."
"22730" "icmp" "SF" 30 0 1 1 0 0 0 0 0 0 1 0 0 0 "normal."
"22731" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22732" "tcp" "SF" 210 1 4 4 0 0 0 0 0 0 0.2 0 0.01 0 "normal."
"22733" "tcp" "REJ" 0 0 144 16 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"22734" "tcp" "S0" 0 0 275 2 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22735" "udp" "SF" 145 0 1 1 0 0 0 0 0 0.64 0.95 0 0 0 "normal."
"22736" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22737" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22738" "tcp" "SF" 295 1 12 12 0 0 0 0 0 0 0.01 0 0 0 "normal."
"22739" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22740" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22741" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22742" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22743" "icmp" "SF" 520 0 463 463 0 0 0 0 0 0 1 0 0 0 "smurf."
"22744" "tcp" "REJ" 0 0 220 10 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"22745" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22746" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22747" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22748" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22749" "tcp" "SF" 1472 1 1 2 0 0 0 0 0 0.05 0.01 0 0 0 "normal."
"22750" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22751" "tcp" "S0" 0 0 143 14 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22752" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22753" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22754" "icmp" "SF" 30 0 1 1 0 0 0 0 0 0 1 0 0 0 "normal."
"22755" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22756" "tcp" "REJ" 0 0 1 1 0 0 1 1 0 0 0.25 0 0 1 "normal."
"22757" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22758" "tcp" "SF" 264 1 4 14 0 0 0 0 0 0 0.02 0 0 0 "normal."
"22759" "tcp" "S0" 0 0 281 11 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22760" "tcp" "SF" 9 0 1 1 0 0 0 0 0 0.03 0 0 0 0 "normal."
"22761" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22762" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22763" "tcp" "SF" 203 1 5 5 0 0 0 0 0 0 0 0 0 0 "normal."
"22764" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22765" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22766" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22767" "tcp" "S0" 0 0 270 17 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"22768" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22769" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22770" "tcp" "SF" 222 1 3 3 0 0 0 0 0 0 0.03 0 0 0 "normal."
"22771" "tcp" "S0" 0 0 145 17 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22772" "tcp" "S0" 0 0 206 4 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22773" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22774" "tcp" "S0" 0 0 137 4 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22775" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22776" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22777" "udp" "SF" 146 0 1 1 0 0 0 0 0 0.86 0.99 0 0 0 "normal."
"22778" "tcp" "SF" 293 1 4 5 0 0 0 0 0 0 0.11 0 0 0 "normal."
"22779" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22780" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22781" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22782" "tcp" "SF" 301 1 2 24 0 0 0 0 0 0 0.01 0 0 0 "normal."
"22783" "tcp" "S0" 0 0 117 4 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"22784" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22785" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22786" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22787" "tcp" "SF" 281 1 16 21 0 0 0 0 0 0 0 0 0 0 "normal."
"22788" "tcp" "SF" 309 1 15 16 0 0 0.07 0.06 0 0 0 0 0 0.01 "normal."
"22789" "tcp" "S0" 0 0 133 10 1 1 0 0 0.07 0.06 0 1 1 0 "neptune."
"22790" "icmp" "SF" 520 0 463 463 0 0 0 0 0 0 1 0 0 0 "smurf."
"22791" "tcp" "S0" 0 0 205 7 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22792" "tcp" "SF" 303 1 27 28 0 0 0 0 0 0 0 0 0 0 "normal."
"22793" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22794" "tcp" "SF" 361 1 1 1 0 0 0 0 0 0 0.11 0 0 0 "normal."
"22795" "tcp" "S0" 0 0 132 4 1 1 0 0 0.07 0.06 0 1 1 0 "neptune."
"22796" "tcp" "S0" 0 0 286 19 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22797" "tcp" "SF" 358 1 14 14 0 0 0 0 0 0 0.02 0 0 0 "normal."
"22798" "tcp" "S0" 0 0 107 4 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22799" "icmp" "SF" 520 0 456 456 0 0 0 0 0 0 1 0 0 0 "smurf."
"22800" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22801" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22802" "tcp" "SF" 245 1 2 2 0 0 0 0 0 0.06 0.21 0.04 0.06 0 "normal."
"22803" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22804" "tcp" "SF" 307 1 7 7 0 0 0 0 0 0 0.14 0 0 0 "normal."
"22805" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22806" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22807" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22808" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22809" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22810" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22811" "tcp" "S0" 0 0 240 6 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"22812" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22813" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22814" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22815" "tcp" "REJ" 0 0 1 1 0 0 1 1 0 0 0.11 0 0 1 "normal."
"22816" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22817" "tcp" "S0" 0 0 252 7 1 1 0 0 0.05 0.06 0 1 1 0 "neptune."
"22818" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22819" "udp" "SF" 44 0 44 109 0 0 0 0 0 0 0 0 0 0 "normal."
"22820" "tcp" "SF" 6062 0 19 19 0 0 0 0 0 0.02 0.41 0.01 0 0 "normal."
"22821" "icmp" "SF" 520 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22822" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22823" "tcp" "S0" 0 0 110 10 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22824" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22825" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22826" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22827" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"22828" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22829" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22830" "tcp" "REJ" 0 0 271 13 0 0 1 1 0.06 0.07 0 0 0 1 "neptune."
"22831" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"22832" "udp" "SF" 105 0 1 1 0 0 0 0 0 0.01 0 0 0 0 "normal."
"22833" "tcp" "SF" 264 1 3 3 0 0 0 0 0 0 0.07 0 0 0 "normal."
"22834" "tcp" "S0" 0 0 290 8 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22835" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22836" "tcp" "S0" 0 0 118 13 1 1 0 0 0.07 0.08 0 1 1 0 "neptune."
"22837" "tcp" "SF" 222 1 2 2 0 0 0 0 0 0 0.5 0 0.01 0 "normal."
"22838" "tcp" "SF" 225 1 8 8 0 0 0 0 0 0 0 0 0 0 "normal."
"22839" "tcp" "SF" 308 1 7 7 0 0 0 0 0 0 0.02 0 0 0 "normal."
"22840" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22841" "tcp" "S0" 0 0 254 11 1 1 0 0 0.06 0.05 0 1 1 0 "neptune."
"22842" "tcp" "SF" 325 1 7 10 0 0 0 0 0 0 0 0 0 0 "normal."
"22843" "tcp" "SF" 387 1 14 14 0 0 0 0 0 0 0 0 0 0 "normal."
"22844" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22845" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22846" "tcp" "SF" 207 1 8 8 0 0 0 0 0 0 0 0 0 0 "normal."
"22847" "tcp" "SF" 296 1 16 16 0 0 0 0 0 0 0 0 0 0 "normal."
"22848" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22849" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22850" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22851" "tcp" "SF" 324 1 21 48 0 0.04 0 0 0 0 0 0 0 0 "normal."
"22852" "tcp" "SF" 378 1 17 17 0 0 0 0 0 0 0 0 0 0 "normal."
"22853" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22854" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22855" "tcp" "SF" 223 1 2 2 0 0 0 0 0 0 0.01 0 0 0 "normal."
"22856" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22857" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22858" "tcp" "SF" 211 1 12 12 0 0 0 0 0 0 0 0 0 0 "normal."
"22859" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22860" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22861" "icmp" "SF" 520 0 456 456 0 0 0 0 0 0 1 0 0 0 "smurf."
"22862" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22863" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22864" "tcp" "S0" 0 0 231 19 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22865" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22866" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22867" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22868" "tcp" "S0" 0 0 119 1 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22869" "tcp" "S0" 0 0 135 17 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22870" "tcp" "SF" 295 1 5 7 0 0 0 0 0 0 0.05 0 0 0 "normal."
"22871" "tcp" "S0" 0 0 108 3 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"22872" "tcp" "SF" 286 1 3 3 0 0 0 0 0 0 0.01 0 0 0 "normal."
"22873" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22874" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22875" "udp" "SF" 36 0 2 2 0 0 0 0 0 0.16 0.05 0 0 0 "normal."
"22876" "tcp" "S0" 0 0 227 13 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"22877" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22878" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22879" "tcp" "S0" 0 0 264 25 1 1 0 0 0.05 0.05 0 1 1 0 "neptune."
"22880" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22881" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22882" "icmp" "SF" 520 0 480 480 0 0 0 0 0 0 1 0 0 0 "smurf."
"22883" "udp" "SF" 46 0 9 15 0 0 0 0 0 0 0 0 0 0 "normal."
"22884" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22885" "tcp" "SF" 235 1 5 5 0 0 0 0 0 0.01 0 0 0 0 "normal."
"22886" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22887" "tcp" "SF" 286 1 4 30 0 0 0 0 0 0 0.03 0 0 0 "normal."
"22888" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22889" "tcp" "S0" 0 0 132 14 1 1 0 0 0.06 0.06 0 1 1 0 "neptune."
"22890" "tcp" "S0" 0 0 215 5 1 1 0 0 0.07 0.07 0 1 1 0 "neptune."
"22891" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22892" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22893" "tcp" "REJ" 0 0 129 5 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"22894" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22895" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22896" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22897" "tcp" "REJ" 0 0 1 1 0 0 1 1 0 0 0.2 0 0 1 "normal."
"22898" "tcp" "SF" 305 1 7 7 0 0 0 0 0 0 0.05 0 0 0 "normal."
"22899" "tcp" "S0" 0 0 112 7 1 1 0 0 0.07 0.06 0 1 1 0 "neptune."
"22900" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22901" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22902" "tcp" "SF" 307 1 1 2 0 0 0 0 0 0 0 0 0 0 "normal."
"22903" "udp" "SF" 43 0 78 77 0 0 0 0 0.03 0.01 0 0 0 0 "normal."
"22904" "tcp" "S0" 0 0 279 10 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22905" "icmp" "SF" 520 0 458 458 0 0 0 0 0 0 1 0 0 0 "smurf."
"22906" "tcp" "S0" 0 0 28 6 1 1 0 0 0.14 0.08 0 1 1 0 "neptune."
"22907" "tcp" "S0" 0 0 193 4 1 1 0 0 0.06 0.07 0 1 1 0 "neptune."
"22908" "icmp" "SF" 520 0 454 454 0 0 0 0 0 0 1 0 0 0 "smurf."
"22909" "icmp" "SF" 520 0 449 449 0 0 0 0 0 0 1 0 0 0 "smurf."
"22910" "icmp" "SF" 520 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22911" "tcp" "REJ" 0 0 237 14 0 0 1 1 0.07 0.07 0 0 0 1 "neptune."
"22912" "icmp" "SF" 520 0 442 442 0 0 0 0 0 0 1 0 0 0 "smurf."
"22913" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22914" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22915" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
"22916" "icmp" "SF" 1032 0 509 509 0 0 0 0 0 0 1 0 0 0 "smurf."
"22917" "icmp" "SF" 1032 0 510 510 0 0 0 0 0 0 1 0 0 0 "smurf."
"22918" "icmp" "SF" 1032 0 511 511 0 0 0 0 0 0 1 0 0 0 "smurf."
